,date,quarter_date,regime,bloc,Strat,ticker,weight_ticker
953,2021-09-15,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
954,2021-09-15,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
955,2021-09-16,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
956,2021-09-16,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
957,2021-09-16,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
958,2021-09-16,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
959,2021-09-16,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
960,2021-09-16,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
961,2021-09-17,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
962,2021-09-17,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
963,2021-09-17,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
964,2021-09-17,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
965,2021-09-17,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
966,2021-09-17,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
967,2021-09-20,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
968,2021-09-20,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
969,2021-09-20,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
970,2021-09-20,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
971,2021-09-20,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
972,2021-09-20,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
973,2021-09-21,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
974,2021-09-21,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
975,2021-09-21,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
976,2021-09-21,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
977,2021-09-21,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
978,2021-09-21,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
979,2021-09-22,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
980,2021-09-22,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
981,2021-09-22,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
982,2021-09-22,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
983,2021-09-22,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
984,2021-09-22,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
985,2021-09-23,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
986,2021-09-23,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
987,2021-09-23,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
988,2021-09-23,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
989,2021-09-23,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
990,2021-09-23,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
991,2021-09-24,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
992,2021-09-24,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
993,2021-09-24,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
994,2021-09-24,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
995,2021-09-24,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
996,2021-09-24,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
997,2021-09-27,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
998,2021-09-27,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
999,2021-09-27,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1000,2021-09-27,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1001,2021-09-27,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1002,2021-09-27,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1003,2021-09-28,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1004,2021-09-28,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1005,2021-09-28,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1006,2021-09-28,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1007,2021-09-28,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1008,2021-09-28,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1009,2021-09-29,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1010,2021-09-29,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1011,2021-09-29,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1012,2021-09-29,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1013,2021-09-29,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1014,2021-09-29,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1015,2021-09-30,2021-09-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1016,2021-09-30,2021-09-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1017,2021-09-30,2021-09-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1018,2021-09-30,2021-09-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1019,2021-09-30,2021-09-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1020,2021-09-30,2021-09-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1021,2021-10-01,2021-10-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1022,2021-10-01,2021-10-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1023,2021-10-01,2021-10-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1024,2021-10-01,2021-10-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1025,2021-10-01,2021-10-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1026,2021-10-01,2021-10-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1027,2021-10-04,2021-10-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1028,2021-10-04,2021-10-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1029,2021-10-04,2021-10-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1030,2021-10-04,2021-10-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1031,2021-10-04,2021-10-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1032,2021-10-04,2021-10-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1033,2021-10-05,2021-10-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1034,2021-10-05,2021-10-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1035,2021-10-05,2021-10-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1036,2021-10-05,2021-10-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1037,2021-10-05,2021-10-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1038,2021-10-05,2021-10-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1039,2021-10-06,2021-10-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1040,2021-10-06,2021-10-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1041,2021-10-06,2021-10-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1042,2021-10-06,2021-10-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1043,2021-10-06,2021-10-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1044,2021-10-06,2021-10-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1045,2021-10-07,2021-10-01,risk_on,bloc1,STRAT1,ALLVOSI LX Equity,0.05
1046,2021-10-07,2021-10-01,risk_on,bloc1,STRAT1,LYEGTIE ID Equity,0.05
1047,2021-10-07,2021-10-01,risk_on,bloc2,STRAT2,CDARMEC LX Equity,0.175
1048,2021-10-07,2021-10-01,risk_on,bloc2,STRAT2,LDAPB2E ID Equity,0.175
1049,2021-10-07,2021-10-01,risk_on,bloc3,STRAT3,00XL GR Equity,0.275
1050,2021-10-07,2021-10-01,risk_on,bloc3,STRAT3,NUMCAII ID Equity,0.275
1051,2021-10-08,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1052,2021-10-08,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1053,2021-10-08,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1054,2021-10-08,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1055,2021-10-08,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1056,2021-10-08,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1057,2021-10-11,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1058,2021-10-11,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1059,2021-10-11,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1060,2021-10-11,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1061,2021-10-11,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1062,2021-10-11,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1063,2021-10-12,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1064,2021-10-12,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1065,2021-10-12,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1066,2021-10-12,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1067,2021-10-12,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1068,2021-10-12,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1069,2021-10-13,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1070,2021-10-13,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1071,2021-10-13,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1072,2021-10-13,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1073,2021-10-13,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1074,2021-10-13,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1075,2021-10-14,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1076,2021-10-14,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1077,2021-10-14,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1078,2021-10-14,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1079,2021-10-14,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1080,2021-10-14,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1081,2021-10-15,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1082,2021-10-15,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1083,2021-10-15,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1084,2021-10-15,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1085,2021-10-15,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1086,2021-10-15,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1087,2021-10-18,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1088,2021-10-18,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1089,2021-10-18,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1090,2021-10-18,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1091,2021-10-18,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1092,2021-10-18,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1093,2021-10-19,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1094,2021-10-19,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1095,2021-10-19,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1096,2021-10-19,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1097,2021-10-19,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1098,2021-10-19,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1099,2021-10-20,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1100,2021-10-20,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1101,2021-10-20,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1102,2021-10-20,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1103,2021-10-20,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1104,2021-10-20,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1105,2021-10-21,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1106,2021-10-21,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1107,2021-10-21,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1108,2021-10-21,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1109,2021-10-21,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1110,2021-10-21,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1111,2021-10-22,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1112,2021-10-22,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1113,2021-10-22,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1114,2021-10-22,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1115,2021-10-22,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1116,2021-10-22,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1117,2021-10-25,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1118,2021-10-25,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1119,2021-10-25,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1120,2021-10-25,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1121,2021-10-25,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1122,2021-10-25,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1123,2021-10-26,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1124,2021-10-26,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1125,2021-10-26,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1126,2021-10-26,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1127,2021-10-26,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1128,2021-10-26,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1129,2021-10-27,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1130,2021-10-27,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1131,2021-10-27,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1132,2021-10-27,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1133,2021-10-27,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1134,2021-10-27,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1135,2021-10-28,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1136,2021-10-28,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1137,2021-10-28,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1138,2021-10-28,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1139,2021-10-28,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1140,2021-10-28,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1141,2021-10-29,2021-10-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1142,2021-10-29,2021-10-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1143,2021-10-29,2021-10-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1144,2021-10-29,2021-10-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1145,2021-10-29,2021-10-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1146,2021-10-29,2021-10-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1147,2021-11-01,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1148,2021-11-01,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1149,2021-11-01,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1150,2021-11-01,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1151,2021-11-01,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1152,2021-11-01,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1153,2021-11-02,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1154,2021-11-02,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1155,2021-11-02,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1156,2021-11-02,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1157,2021-11-02,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1158,2021-11-02,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1159,2021-11-03,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1160,2021-11-03,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1161,2021-11-03,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1162,2021-11-03,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1163,2021-11-03,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1164,2021-11-03,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1165,2021-11-04,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1166,2021-11-04,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1167,2021-11-04,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1168,2021-11-04,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1169,2021-11-04,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1170,2021-11-04,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1171,2021-11-05,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1172,2021-11-05,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1173,2021-11-05,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1174,2021-11-05,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1175,2021-11-05,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1176,2021-11-05,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1177,2021-11-08,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1178,2021-11-08,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1179,2021-11-08,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1180,2021-11-08,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1181,2021-11-08,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1182,2021-11-08,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1183,2021-11-09,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1184,2021-11-09,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1185,2021-11-09,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1186,2021-11-09,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1187,2021-11-09,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1188,2021-11-09,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1189,2021-11-10,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1190,2021-11-10,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1191,2021-11-10,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1192,2021-11-10,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1193,2021-11-10,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1194,2021-11-10,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1195,2021-11-11,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1196,2021-11-11,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1197,2021-11-11,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1198,2021-11-11,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1199,2021-11-11,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1200,2021-11-11,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1201,2021-11-12,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1202,2021-11-12,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1203,2021-11-12,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1204,2021-11-12,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1205,2021-11-12,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1206,2021-11-12,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1207,2021-11-15,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1208,2021-11-15,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1209,2021-11-15,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1210,2021-11-15,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1211,2021-11-15,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1212,2021-11-15,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1213,2021-11-16,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1214,2021-11-16,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1215,2021-11-16,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1216,2021-11-16,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1217,2021-11-16,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1218,2021-11-16,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1219,2021-11-17,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1220,2021-11-17,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1221,2021-11-17,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1222,2021-11-17,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1223,2021-11-17,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1224,2021-11-17,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1225,2021-11-18,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1226,2021-11-18,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1227,2021-11-18,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1228,2021-11-18,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1229,2021-11-18,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1230,2021-11-18,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1231,2021-11-19,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1232,2021-11-19,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1233,2021-11-19,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1234,2021-11-19,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1235,2021-11-19,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1236,2021-11-19,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1237,2021-11-22,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1238,2021-11-22,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1239,2021-11-22,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1240,2021-11-22,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
1241,2021-11-22,2021-11-01,stress,bloc3,STRAT3,00XL GR Equity,0.1
1242,2021-11-22,2021-11-01,stress,bloc3,STRAT3,NUMCAII ID Equity,0.1
1243,2021-11-23,2021-11-01,stress,bloc1,STRAT1,ALLVOSI LX Equity,0.25
1244,2021-11-23,2021-11-01,stress,bloc1,STRAT1,LYEGTIE ID Equity,0.25
1245,2021-11-23,2021-11-01,stress,bloc2,STRAT2,CDARMEC LX Equity,0.15
1246,2021-11-23,2021-11-01,stress,bloc2,STRAT2,LDAPB2E ID Equity,0.15
